,id,player_name,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
906,304,Ashton Götz,D,5.5,322.0,0.0,0.0338858366012573,0.0,0.10808634292334315,0.5,2.5,1.0,0.0,0.0,0.0338858366012573,0.923431320115924,0.848213049583137
907,2232,Asier Illarramendi,M,23.571428571428573,1800.7142857142858,1.4285714285714286,0.7713550333199757,1.2857142857142858,1.2439001931675844,13.857142857142858,16.285714285714285,7.142857142857143,0.14285714285714285,1.4285714285714286,0.7713550333199757,6.760203145045255,5.893036234724734
908,2138,Asier Riesgo,GK,16.25,1415.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.6687019972596318,0.6687019972596318
909,5173,Asier Villalibre,F S,16.75,582.25,1.75,2.2955798626644537,0.75,0.7478241841308773,15.5,4.25,0.25,0.0,1.75,2.2955798626644537,3.112868430092931,0.7286100336350501
910,3034,Aslan Dudiev,D M S,16.5,1168.5,0.25,0.6784780418965966,1.25,0.910773390205577,9.0,10.5,1.75,0.25,0.25,0.6784780418965966,2.6553853589575738,1.406781088327989
911,5938,Aslanbek Sikoev,S,4.0,42.0,0.0,0.1883159689605236,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.1883159689605236,0.1883159689605236,0.0
912,694,Asmir Begovic,GK,17.0,1502.7142857142858,0.0,0.009572517658982958,0.0,0.0100433664130313,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.0,0.0,0.009572517658982958,1.0974802525181855,1.0932815108182175
913,1525,Assane Demoya Gnoukouri,S,3.6666666666666665,121.0,0.0,0.040895355244477564,0.0,0.013810100344320134,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.040895355244477564,0.2821943610906601,0.2374363007644812
914,1326,Assane Diousse,M S,12.625,724.25,0.125,0.16859666421078143,0.0,0.2615468904841691,4.375,3.75,3.125,0.125,0.125,0.16859666421078143,1.8238883862504736,1.4716943956445903
915,123,Assani Lukimya,D S,17.0,1329.0,1.0,1.2235861998051405,1.0,0.5762537531554699,9.5,5.5,2.0,0.0,1.0,1.2235861998051405,1.8757762960158288,1.6668508374132216
916,7520,Assil Jaziri,S,3.0,28.0,0.0,0.4454510398209095,0.0,0.0310231503099203,4.0,1.0,0.0,0.0,0.0,0.4454510398209095,0.4838010165840387,0.0247372891753911
917,5456,Astemir Gordyushenko,S,3.6666666666666665,73.0,0.0,0.044929192711909566,0.3333333333333333,0.06472977499167124,1.3333333333333333,1.6666666666666667,0.0,0.0,0.0,0.044929192711909566,0.45945270111163455,0.38616228476166725
918,9935,Aster Vranckx,M S,7.0,402.0,0.0,0.2368119172751903,0.0,0.9102039486169816,8.0,4.0,0.0,0.0,0.0,0.2368119172751903,0.5721765421330929,0.3133005686104297
919,8878,Atakan Karazor,D M S,15.5,934.0,0.0,0.0896103554405272,0.5,0.3246232341043651,3.0,4.0,2.5,0.5,0.0,0.0896103554405272,1.7512367335148156,1.44869764149189
920,3596,Atila Turan,D M S,11.0,745.0,2.0,0.9131900514476,0.0,0.2449226379394531,14.0,3.0,3.0,0.0,2.0,0.9131900514476,1.3810300417244434,0.4204401317983866
921,4309,Atsuto Uchida,D M S,19.0,1676.0,0.0,0.3480234006419778,3.0,2.5686594657599926,4.0,15.0,2.0,0.0,0.0,0.3480234006419778,6.471503117121756,3.992344086058438
922,2267,Augusto Fernández,M S,15.6,984.8,0.4,0.6326608752831817,0.2,0.1493419034406543,10.0,3.0,4.8,0.0,0.4,0.6326608752831817,3.322550174407661,2.983499416522682
923,9305,Augusto Solari,M S,14.0,417.0,1.0,0.6680092276073992,1.0,1.1948581645265222,4.5,6.5,3.0,0.0,1.0,0.6680092276073992,2.207904886920005,0.8982013007625937
924,8842,Augustus Kargbo,S,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181422904133796,0.0181422904133796
925,8629,Aurelien Scheidler,F S,10.0,335.0,1.0,0.7022164352238178,0.0,0.6563869584351778,8.0,5.0,1.0,0.0,1.0,0.7022164352238178,1.740195509046316,0.4875605432316661
926,6560,Aurelien Tchouameni,M,20.25,1582.0,0.75,1.7669557691551745,1.25,1.2550050979480147,26.5,8.0,4.75,0.25,0.75,1.7669557691551745,6.095701310317963,5.027000627946109
927,4092,Aurtenetxe,D S,4.0,286.0,0.0,0.0805768426507711,0.0,0.3781667351722717,2.0,1.0,0.0,0.0,0.0,0.0805768426507711,0.9005506243556738,0.8199737817049026
928,8013,Aurélien Chedjou,D,22.0,1973.0,0.0,0.3834054386243224,0.0,0.3561820732429623,8.0,3.0,2.0,1.0,0.0,0.3834054386243224,2.0797114251181483,2.066894534043968
929,9609,Axel Björnström,D S,8.0,318.0,0.0,0.0569616295397281,0.0,0.0438879840075969,2.0,1.0,2.0,0.0,0.0,0.0569616295397281,0.2225617095828056,0.2225617095828056
930,6885,Axel Disasi,D,18.75,1454.25,1.25,1.4579576256219295,0.0,0.2962362121324986,10.0,3.25,2.0,0.5,1.25,1.4579576256219295,3.753880760166794,3.6061033366713673
931,3331,Axel Ngando,F M S,20.5,1049.5,1.0,1.1300343060865998,1.5,1.8321418561972678,12.5,20.0,2.0,0.0,1.0,1.1300343060865998,3.8453477015718818,2.1765297311358154
932,934,Axel Tuanzebe,S,5.4,280.2,0.0,0.039037988334894164,0.0,0.0110177531838417,0.8,0.2,0.6,0.0,0.0,0.039037988334894164,0.48250056579709055,0.4777505859732628
933,6573,Axel Werner,GK,3.5,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24443881679326296,0.24443881679326296
934,3059,Axel Witsel,M S,23.142857142857142,1879.5714285714287,2.2857142857142856,2.6817047373790825,1.1428571428571428,1.43066330387124,27.714285714285715,12.285714285714286,3.7142857142857144,0.0,2.2857142857142856,2.5739511190248385,10.007784309530896,7.613707982535873
935,5444,Ayaz Guliev,M S,15.0,1002.4,0.6,0.7335237381979823,0.6,0.5461041282862424,19.0,10.6,4.2,0.2,0.6,0.7335237381979823,2.2980547826737165,1.2969865234568716
936,2374,Aymen Abdennour,D,15.25,1190.0,0.0,0.32213632529601455,0.0,0.14313435112126172,2.75,2.25,3.25,0.25,0.0,0.32213632529601455,2.6225304040126503,2.4984936104156077
937,5235,Aymen Barkok,F M S,11.833333333333334,429.3333333333333,0.6666666666666666,0.6318190532426039,1.0,0.7938892411378523,5.833333333333333,7.5,1.1666666666666667,0.0,0.6666666666666666,0.6318190532426039,1.9843680451934536,0.9477224542448918
938,2498,Aymeric Laporte,D S,22.0,1897.3333333333333,1.1111111111111112,1.5952468064820602,0.6666666666666666,0.5904367319308221,13.555555555555555,5.777777777777778,4.777777777777778,0.4444444444444444,1.1111111111111112,1.5952468064820602,7.240990174313386,6.927742200800115
939,6644,Ayodele Adeleye,D,2.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0656707976013422,0.0656707976013422
940,770,Ayoze Pérez,F M S,29.571428571428573,1914.4285714285713,6.142857142857143,5.169174666782575,2.2857142857142856,3.092559688059347,44.142857142857146,28.285714285714285,1.5714285714285714,0.14285714285714285,6.0,5.060436261418674,10.254952423806701,4.31491126153352
941,7475,Ayrton Lucas,D M,21.0,1814.0,0.75,1.4826626616995782,1.75,1.620431428658776,27.5,20.5,4.75,0.25,0.75,1.4826626616995782,7.186372454278171,4.9449640228413045
942,4,Aytac Sulu,D,30.0,2700.0,4.5,2.74847421515733,0.0,0.5024281141813844,23.0,6.5,6.5,0.0,4.5,2.74847421515733,1.828884114511311,1.7469449499621987
943,2461,Aythami,D S,15.0,1220.3333333333333,0.0,0.7226377837359905,0.3333333333333333,0.29877699787418044,4.333333333333333,2.6666666666666665,4.0,1.0,0.0,0.7226377837359905,2.2059928563733897,2.1703499630093575
944,5931,Ayub Batsuev,M S,6.0,148.0,0.0,0.035583397373557,1.0,0.0468116300180554,2.0,2.0,0.0,0.0,0.0,0.035583397373557,0.2126821037381887,0.1656889021396637
945,3092,Azamat Zaseev,M,14.5,1056.0,0.0,0.23252922024888298,0.16666666666666666,0.3350357124581933,5.5,6.0,2.3333333333333335,0.16666666666666666,0.0,0.23252922024888298,1.5012248672234516,1.0094549189476916
946,8615,Azat Bayryev,D S,16.0,1040.0,0.0,0.0,0.0,0.1542570404708385,0.0,3.0,3.0,1.0,0.0,0.0,1.2237764280289412,1.1937129758298397
947,4842,Azbe Jug,GK S,2.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,6805,Azer Aliev,D M S,17.5,1044.5,0.75,0.5163781947921962,0.75,0.8143046032637358,9.75,12.75,1.25,0.0,0.75,0.5163781947921962,2.2960836342535913,1.3186207750113683
949,4674,Azim Fatullaev,D M S,10.5,623.5,0.0,0.12092266744002694,0.0,0.08562791859731074,6.0,3.5,1.5,0.0,0.0,0.12092266744002694,1.5005086758174002,1.359235759358853
950,9978,Azor Matusiwa,M,13.0,1118.0,0.0,0.1447488497942686,1.0,0.6402031611651182,4.0,8.0,5.0,0.0,0.0,0.1447488497942686,3.206954773515463,3.0403459407389164
951,8328,Azz-Eddine Ounahi,M S,17.0,842.0,2.0,1.28020635060966,0.0,0.5740752052515745,14.0,10.0,2.0,0.0,2.0,1.28020635060966,3.272962411865592,2.431855008006096
952,8746,Aïmen Moueffek,D M S,12.0,491.0,0.0,0.0881572188809514,0.0,0.1555236685089767,2.5,4.0,1.5,0.0,0.0,0.0881572188809514,1.246172035112977,1.0444978945888577
953,5326,Ba-Muaka Simakala,S,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415789484977722,0.0415789484977722
954,3443,Babacar Gueye,F S,6.5,348.5,0.5,1.5426829382777216,1.0,0.3197411559522152,8.0,5.0,0.0,0.0,0.5,1.5426829382777216,1.1830080663785338,0.13961647171527145
955,7467,Babacar Sarr,D M,13.0,1128.0,1.0,0.1880819648504257,0.0,0.44242131896317,8.0,4.0,1.0,0.0,1.0,0.1880819648504257,1.6983743999153376,1.2001736592501402
956,4148,Babá,F S,21.0,564.0,1.0,1.8215434644371271,1.0,0.1376535333693027,15.0,4.0,2.0,0.0,1.0,1.8215434644371271,3.323989860713482,1.7710178140550852
957,625,Bacary Sagna,D S,16.75,1369.5,0.25,0.18793337885290382,1.0,1.4999386258423328,3.5,14.0,2.0,0.0,0.25,0.18793337885290382,5.419873893260956,4.796054256148636
958,6525,Badou Ndiaye,M,13.0,1144.0,2.0,1.147782726213336,1.0,0.3058456182479858,19.0,7.0,5.0,0.0,2.0,1.147782726213336,2.9499080553650856,1.7146209310740232
959,7268,Bafode Diakite,D,12.5,1000.0,1.5,1.2646526554599404,0.0,0.04154849704355,5.5,1.5,1.5,0.5,1.5,1.2646526554599404,1.9398775207810104,1.9179985388182104
960,717,Bafétimbi Gomis,F S,31.666666666666668,1972.3333333333333,11.0,10.698665384824077,1.0,2.031604075183471,73.0,18.333333333333332,2.0,0.0,9.666666666666666,9.684847344333926,11.11888463422656,2.195944720879197
961,8482,Bailey Peacock-Farrell,GK,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077309235930442,0.0077309235930442
962,976,Baily Cargill,S,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,4782,Baissama Sankoh,D M S,16.75,1002.0,0.0,0.11120771267451343,0.0,0.33517623669467866,2.25,3.75,2.25,0.25,0.0,0.11120771267451343,1.391152866417542,0.9899061745963991
964,3279,Bakary Koné,D S,11.8,974.8,0.6,0.34065992925316096,0.0,0.04774204865097996,4.0,1.0,1.6,0.2,0.6,0.34065992925316096,1.3100836135447025,1.2906381040811539
965,520,Bakary Sako,F M S,11.75,414.75,1.25,1.1901842143852264,0.25,0.6883480492979288,13.75,4.25,0.25,0.0,1.25,1.1901842143852264,1.8518582328688353,0.6374398642219603
966,6058,Bakaye Dibassy,D S,29.333333333333332,2530.6666666666665,1.3333333333333333,1.1071824658041198,0.6666666666666666,0.3726611364011963,9.0,5.666666666666667,4.666666666666667,0.6666666666666666,1.3333333333333333,1.1071824658041198,3.0290195429697633,2.694396679289639
967,5225,Bakery Jatta,F M S,8.0,232.5,0.0,0.6104930667206645,0.5,0.3271525725722313,3.5,3.0,0.5,0.0,0.0,0.6104930667206645,1.249463502317667,0.34551759250462055
968,7471,Baktiyor Zainutdinov,F M S,15.75,993.75,1.75,1.6052488670684397,0.25,0.6931789531372488,21.75,11.0,3.5,0.0,1.75,1.6052488670684397,4.076039670966566,2.290274610044435
969,2396,Balenziaga,D,21.75,1768.75,0.125,0.14698448008857665,0.875,0.7940809496212751,5.25,10.125,2.5,0.125,0.125,0.14698448008857665,3.625517208594829,3.0872996110701934
970,9747,Bali Mumba,S,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,3187,Balázs Dzsudzsák,M,15.0,897.0,3.5,1.81083804089576,3.0,2.9041382651776075,23.5,27.0,0.5,0.0,3.5,1.81083804089576,4.614643285050988,1.2241011802107096
972,8699,Bandiougou Fadiga,S,10.0,90.0,0.0,0.0332994312047958,0.0,0.0783914998173713,1.0,1.0,1.0,0.0,0.0,0.0332994312047958,0.8217406570911407,0.7884412258863449
973,4706,Bangaly-Fodé Koita,F M S,29.0,1853.0,3.0,4.471452601253986,2.0,2.270260624587536,61.0,20.0,1.0,0.0,2.0,3.711357466876507,6.307460322976112,1.4288426358252764
974,3802,Baptiste Aloe,D S,13.0,428.0,1.0,0.1559292040765285,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.1559292040765285,1.2381381765007973,1.2381381765007973
975,9236,Baptiste Gabard,M,2.0,135.0,0.0,0.0,0.0,0.0466850623488426,0.0,1.0,1.0,0.0,0.0,0.0,0.1353233605623245,0.0886383056640625
976,3724,Baptiste Guillaume,F S,19.0,908.5,1.25,2.0354528394527733,1.0,0.7668845653533936,14.0,7.75,2.25,0.0,1.25,2.0354528394527733,3.2224593749269843,0.6474738996475935
977,10099,Baptiste Mouazan,S,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,5614,Baptiste Reynet,GK,33.4,2981.6,0.0,0.01213211845606564,0.0,0.21848824061453342,0.4,1.8,1.6,0.2,0.0,0.01213211845606564,2.60394818559289,2.4024269741028546
979,5654,Baptiste Santamaria,M S,22.75,1845.125,0.375,0.9555019569816068,0.375,0.579682988289278,19.5,10.375,2.625,0.0,0.375,0.9555019569816068,5.0785582941025496,4.014092363649979
980,9769,Barbero,S,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,143,Bard Finne,F S,10.0,234.0,1.0,1.2485180497169497,0.0,0.1777914576232433,9.0,4.0,0.0,0.0,1.0,1.2485180497169497,1.480409249663353,0.0540997460484504
982,2685,Baris Atik,S,3.0,64.0,0.0,0.018411224707961,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.018411224707961,0.6890128180384636,0.6706015914678574
983,6343,Barri,M S,2.0,110.0,0.0,0.044183786958456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.044183786958456,0.044183786958456,0.0
984,4488,Barry Bannan,M S,7.0,137.0,0.0,0.0343654444441199,0.0,0.1498096920549869,2.0,3.0,1.0,0.0,0.0,0.0343654444441199,0.141210563480854,0.1207521557807922
985,1555,Bartlomiej Dragowski,GK,15.5,1350.5,0.0,0.0,0.16666666666666666,0.00852294576664765,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,1.249368240435918,1.2408452946692705
986,4907,Bartosz Bereszynski,D S,24.333333333333332,2007.1666666666667,0.16666666666666666,0.232352167678376,0.8333333333333334,0.7456975382131835,6.166666666666667,9.0,5.166666666666667,0.16666666666666666,0.16666666666666666,0.232352167678376,4.864303081762046,4.477871157694608
987,8855,Bartosz Bialek,F S,19.0,243.0,2.0,2.135588835924864,0.0,0.149884033948183,8.0,3.0,1.0,0.0,2.0,2.135588835924864,2.645958926528692,1.5359249021857977
988,1786,Bartosz Kapustka,F M S,7.0,233.0,1.0,0.1292884871363639,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.1292884871363639,0.155753992497921,0.0264655034989118
989,1398,Bartosz Salamon,D S,16.0,1151.25,0.0,0.5348902544938028,0.0,0.2354236096143722,7.5,1.5,2.5,0.0,0.0,0.5348902544938028,1.600995046668686,1.3234789029229432
990,158,Bas Dost,F S,16.0,1054.8,7.2,6.175139436125756,2.2,1.9631496442481875,26.0,11.8,1.2,0.0,6.8,5.872061058878899,8.901044255495071,1.8237356968224048
991,5651,Bassem Srarfi,F M S,14.0,454.25,1.0,1.0892499922774732,0.0,0.23185724951326842,10.25,4.5,1.0,0.0,1.0,1.0892499922774732,2.083914020564407,1.0854332002345473
992,8118,Bastian Badu,S,1.0,7.0,0.0,0.0202717054635286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0202717054635286,0.0202717054635286,0.0
993,285,Bastian Oczipka,D M,25.75,2179.75,0.375,0.33946018194546923,2.625,2.584533434768673,9.5,33.625,3.5,0.0,0.375,0.33946018194546923,5.5476142732659355,4.442659353138879
994,907,Bastian Schweinsteiger,M S,19.0,1280.0,3.0,1.8181744050234556,2.0,1.2366264909505844,20.5,19.5,3.5,0.0,3.0,1.8181744050234556,5.928126707673073,4.369438471272588
995,1595,Bastos,D S,15.333333333333334,1142.111111111111,1.2222222222222223,0.9438017018967204,0.2222222222222222,0.07834232319146389,6.111111111111111,2.2222222222222223,2.7777777777777777,0.1111111111111111,1.2222222222222223,0.9438017018967204,2.06222485895786,1.965503667274283
996,8283,Batista Mendy,M S,8.5,571.5,0.0,0.0652666054666042,0.0,0.06901121512055396,2.5,1.5,1.0,0.0,0.0,0.0652666054666042,0.5292659169062972,0.5041259857825935
997,2956,Batraz Khadartsev,M S,9.5,522.5,0.0,0.18969934061169622,0.5,0.36242841370403767,6.0,8.0,0.5,0.0,0.0,0.18969934061169622,1.400111070368439,1.1270076248329133
998,305,Batuhan Altintas,S,1.0,26.0,0.0,0.081347681581974,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.081347681581974,0.081347681581974,0.0
999,2168,Bebé,M S,20.5,1052.3333333333333,1.1666666666666667,1.5751323682876925,2.1666666666666665,2.6914112232625484,40.166666666666664,18.0,2.8333333333333335,0.0,1.1666666666666667,1.5751323682876925,4.398090491459395,1.8495632781026263
1000,7653,Beka Mikeltadze,F S,11.5,335.0,0.5,0.7295458200387657,0.0,0.132162969559431,10.0,2.5,2.5,0.0,0.5,0.7295458200387657,1.6985808098688722,0.9337112465873361
1001,5462,Bekim Balaj,F S,19.0,1165.75,3.0,2.9575712697114795,0.0,0.8303079819306731,21.5,9.25,1.25,0.0,2.75,2.5804336161818355,4.012244536192156,0.9356554610421881
1002,782,Ben Chilwell,D S,22.0,1833.1666666666667,1.6666666666666667,1.2076361710205674,2.5,2.1464284419392547,15.166666666666666,23.333333333333332,2.1666666666666665,0.16666666666666666,1.6666666666666667,1.2076361710205674,7.3825932287921505,5.467442835060258
1003,660,Ben Davies,D M S,19.25,1411.375,0.375,0.5463089982513338,1.75,1.5010386887588538,8.75,16.75,2.5,0.0,0.375,0.5463089982513338,5.4923905521281995,4.442077384097502
1004,803,Ben Foster,GK,28.857142857142858,2592.5714285714284,0.0,0.056384667488081096,0.14285714285714285,0.06510792659329513,0.42857142857142855,1.5714285714285714,1.2857142857142858,0.0,0.0,0.056384667488081096,1.2511953402842795,1.2131981075342213
1005,1707,Ben Gibson,D,17.0,1514.3333333333333,0.6666666666666666,0.9924837133536736,0.3333333333333333,0.23072132219870886,7.0,1.6666666666666667,2.0,0.3333333333333333,0.6666666666666666,0.9924837133536736,2.3469506837427616,2.302715092897415
1006,7689,Ben Godfrey,D,24.666666666666668,2155.0,0.0,0.8958205779393514,0.6666666666666666,0.4537945557385683,13.333333333333334,4.333333333333333,3.3333333333333335,0.3333333333333333,0.0,0.8958205779393514,4.53218787163496,4.1882111597806215
1007,1759,Ben Hamer,GK,6.333333333333333,514.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2686146746079127,0.2686146746079127
1008,6424,Ben Johnson,D,6.75,379.25,0.5,0.1503164982423186,0.0,0.1456636427901685,1.75,2.25,0.25,0.0,0.5,0.1503164982423186,0.8816829461138695,0.62966018775478
1009,6443,Ben Kone,S,1.0,83.0,0.0,0.0,0.0,0.1177506893873214,0.0,2.0,0.0,0.0,0.0,0.0,0.4153265655040741,0.3341316282749176
1010,1654,Ben Mee,D S,29.571428571428573,2643.1428571428573,1.1428571428571428,1.5034968688019685,0.5714285714285714,0.7796059382547226,18.571428571428573,7.857142857142857,6.0,0.0,1.1428571428571428,1.5034968688019685,2.540170408652297,2.3747011107791747
1011,7714,Ben Osborn,D F M S,18.5,1096.5,0.5,0.6429682075977325,0.0,1.704947049729526,6.5,12.0,0.5,0.0,0.5,0.6429682075977325,4.352480012923479,3.005452866666019
1012,571,Ben Watson,S,15.666666666666666,1107.6666666666667,0.6666666666666666,0.17854347452521324,0.0,0.7683836439003547,6.0,12.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.17854347452521324,2.191213807091117,2.0533098224550486
1013,7298,Ben White,D M,25.0,2234.0,0.0,0.2943960996344685,0.0,0.7949523772113025,6.5,7.0,2.0,0.5,0.0,0.2943960996344685,5.988366039469838,5.712568394839764
1014,7216,Ben Wilmot,D M S,3.5,108.5,0.0,0.0092391977086663,0.0,0.03038796596229075,0.5,0.5,0.5,0.0,0.0,0.0092391977086663,0.14089164137840265,0.10126448050141329
1015,5557,Ben Woodburn,M S,3.0,44.0,0.0,0.0373673290014267,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0373673290014267,0.04055380448698995,0.00945528503507375
1016,7802,Ben Zolinski,F M S,28.0,1211.0,3.0,3.061159046366811,2.0,1.253087209537625,19.0,14.0,3.0,0.0,3.0,3.061159046366811,5.438082993961871,2.0343091916292906
1017,333,Benedikt Höwedes,D,18.666666666666668,1546.3333333333333,1.3333333333333333,1.0783446713661153,0.16666666666666666,0.42540589269871515,8.666666666666666,4.166666666666667,3.8333333333333335,0.0,1.3333333333333333,1.0783446713661153,3.178980892524123,2.8757544942200184
1018,6384,Beni Baningime,M S,8.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1460985392332077,1.1460985392332077
1019,826,Benik Afobe,F S,21.0,970.0,3.3333333333333335,4.588732453684012,1.0,0.8593031816805402,20.0,12.333333333333334,0.3333333333333333,0.0,3.3333333333333335,4.335009487966697,4.7305282192925615,0.8146593396862348
1020,7664,Benito,S,8.0,264.0,1.0,0.2513008918613195,0.0,0.1498239412903785,7.0,2.0,2.0,0.0,1.0,0.2513008918613195,0.3716159611940384,0.0161903593689203
1021,7059,Benito Raman,F M S,26.666666666666668,1516.3333333333333,5.333333333333333,4.8109467982624965,2.3333333333333335,2.1197286918759346,38.333333333333336,16.666666666666668,1.6666666666666667,0.0,5.333333333333333,4.8109467982624965,7.29162826637427,1.1069017502789698
1022,5041,Benito Ramírez,S,3.0,88.0,0.0,0.01138868182897565,0.0,0.0616739997640252,0.5,1.5,0.0,0.0,0.0,0.01138868182897565,0.09057522937655445,0.0262776594609022
1023,3223,Benjamin André,M,29.0,2402.375,1.25,1.6479783345712349,1.5,1.2200721131521277,19.0,21.5,6.5,0.25,1.25,1.6479783345712349,7.629747622297145,6.1300448649562895
1024,3471,Benjamin Angoua,D S,15.333333333333334,1101.0,0.3333333333333333,0.2768823467195034,0.3333333333333333,0.15510593354701993,2.6666666666666665,0.6666666666666666,3.0,0.3333333333333333,0.3333333333333333,0.2768823467195034,0.8229982343812784,0.8229982343812784
1025,4767,Benjamin Boulenger,D S,13.0,776.0,0.0,0.0125319072976708,0.0,0.5043085962533951,1.0,6.0,0.0,0.0,0.0,0.0125319072976708,0.5758769474923611,0.3205697098746896
1026,4773,Benjamin Bourigeaud,F M S,28.333333333333332,2101.0,4.666666666666667,4.229825552397718,4.0,4.0242134382327395,42.333333333333336,49.0,4.166666666666667,0.0,3.8333333333333335,3.469741352368146,8.625522619811818,4.974112695626293
1027,3514,Benjamin Corgnet,F M S,15.333333333333334,736.1666666666666,0.5,1.6597142067427437,1.3333333333333333,1.2243545016584296,18.166666666666668,10.333333333333334,1.0,0.0,0.5,1.6597142067427437,3.6467638042134545,1.299663774203509
1028,7325,Benjamin Goller,F S,10.0,272.0,0.0,0.1259484738111496,0.0,0.0877691768109798,2.0,2.0,0.0,0.0,0.0,0.1259484738111496,0.3931716345250606,0.2068282086402177
1029,450,Benjamin Gorka,S,2.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,7319,Benjamin Hadzic,S,3.0,17.0,0.0,0.0,1.0,0.0719429180026054,0.0,1.0,0.0,0.0,0.0,0.0,0.0719429180026054,0.0
1031,435,Benjamin Henrichs,D M S,14.625,975.0,0.25,0.35704228351823986,0.875,0.7947780261747539,6.5,7.875,1.5,0.125,0.25,0.35704228351823986,3.6539178469683975,2.937300735618919
1032,251,Benjamin Hübner,D,23.4,2001.0,1.4,1.8153661835938693,1.8,0.929883225262165,18.8,5.8,6.4,0.4,1.4,1.8153661835938693,5.020924447104335,4.582071631401777
1033,3460,Benjamin Jeannot,F S,20.666666666666668,1258.3333333333333,3.3333333333333335,3.7166853472590446,1.0,0.9080807163069645,37.166666666666664,12.333333333333334,1.8333333333333333,0.16666666666666666,3.1666666666666665,3.590002824552357,5.331308612522359,1.5189293158085395
1034,3764,Benjamin Karamoko,D S,1.5,97.0,0.0,0.0,0.0,0.10469695180654524,0.0,0.5,1.0,0.0,0.0,0.0,0.08594491519033905,0.08594491519033905
1035,3451,Benjamin Lecomte,GK,33.714285714285715,3034.0,0.0,0.0,0.0,0.026709858195057914,0.0,0.7142857142857143,1.0,0.0,0.0,0.0,3.426695864514581,3.399986006585615
1036,4709,Benjamin Leroy,GK,12.0,1080.0,0.0,0.0,0.0,0.01739819347858425,0.0,0.5,0.0,0.0,0.0,0.0,0.7921567084267735,0.7747585149481891
1037,3389,Benjamin Mendy,D S,16.375,1341.25,0.375,0.33742749656084925,2.375,1.8054954909021035,8.75,17.5,3.5,0.125,0.375,0.33742749656084925,6.356953895417973,4.935793760116212
1038,4871,Benjamin Mokulu Tembe,S,4.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,3570,Benjamin Moukandjo,F M S,29.0,2046.3333333333333,11.333333333333334,9.123009804015359,1.0,2.7895396730552116,50.666666666666664,27.333333333333332,2.3333333333333335,0.0,8.333333333333334,6.842724442481995,9.411758967364827,1.8449759955207508
1040,3583,Benjamin Nivet,M S,30.0,1901.0,2.5,3.0199951520189643,3.0,2.7394371149130166,24.5,31.5,3.0,0.0,1.0,1.8798524299636483,7.934017936233431,4.664777543395758
1041,3363,Benjamin Pavard,D S,21.142857142857142,1734.0,0.8571428571428571,0.49622177146375174,0.7142857142857143,1.0658364108364498,9.714285714285714,8.857142857142858,2.5714285714285716,0.14285714285714285,0.8571428571428571,0.49622177146375174,6.093247860270951,5.641603442574186
1042,3290,Benjamin Stambouli,D M S,18.25,1270.0,0.0,0.07514905219431964,0.75,0.2985214205691591,2.375,4.625,2.875,0.125,0.0,0.07514905219431964,3.3672375871101394,3.067656844621524
