,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
7581,7733,Ferris N&#039;Goma,Brest,S,4,19,1,0.7862094771116972,0,0.0,2,0,1,0,0,0.0261799823492765,0.0261799823492765,0.0
