,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
16950,751,N&#039;Golo Kanté,Leicester,M S,37,3011,1,0.5621249498799443,4,2.727957082912326,21,30,3,0,1,0.5621249498799443,11.133840311318636,8.644293965771794
16951,751,N&#039;Golo Kanté,Chelsea,M,35,3141,1,2.168147101998329,1,1.875230237841606,27,22,9,0,1,2.168147101998329,14.049372389912604,11.896487094461918
16952,751,N&#039;Golo Kanté,Chelsea,M,34,3005,1,0.7318646777421236,1,3.633254112675786,25,41,3,0,1,0.7318646777421236,15.902161680161951,13.823775067925451
16953,751,N&#039;Golo Kanté,Chelsea,M,36,3103,4,3.033728029578924,4,3.73298922739923,29,46,3,0,4,3.033728029578924,17.044977441430092,12.484974737279115
16954,751,N&#039;Golo Kanté,Caen,M S,37,3185,2,1.594402400776744,5,2.495329576544464,35,45,4,1,2,1.594402400776744,8.968394459225237,5.657305546104908
16955,751,N&#039;Golo Kanté,Chelsea,M S,8,507,2,0.5408274102956057,0,0.6015024725347757,5,4,1,0,2,0.5408274102956057,3.822705503553152,2.729526530951261
16956,751,N&#039;Golo Kanté,Chelsea,M S,30,2142,0,0.7004624530673027,2,1.206712644547224,10,22,7,0,0,0.7004624530673027,10.102666012942793,8.441409684717655
16957,751,N&#039;Golo Kanté,Chelsea,M S,22,1733,3,1.54391295555979,0,1.5202719774097204,18,27,4,0,3,1.54391295555979,7.209238461218774,4.837984517216682
