,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
7646,9850,Filippo Bandinelli,Empoli,M S,16,723,2,1.2525867745280266,1,1.4013092005625367,14,14,3,0,2,1.2525867745280266,2.637903129681945,0.8042085003107786
