,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
7837,4196,Fran Serrano,Cordoba,D S,2,141,0,0.0426924675703048,0,0.0171044021844863,1,1,0,0,0,0.0426924675703048,0.2170538082718849,0.17436134070158
