,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
1332,63,Alexandru Maxim,VfB Stuttgart,M S,25,1413,2,2.650600920431316,6,4.418616056442261,27,44,3,0,2,2.650600920431316,9.639331144280732,5.058071677573025
1333,63,Alexandru Maxim,Mainz 05,S,5,108,0,0.1050005089491605,0,0.5575361903756857,3,5,1,0,0,0.1050005089491605,1.2018549460917711,0.667259780690074
1334,63,Alexandru Maxim,VfB Stuttgart,M S,25,1038,1,2.6614127489738166,5,2.865239020437002,30,36,1,0,1,2.6614127489738166,5.358091385103762,2.625619258731604
1335,63,Alexandru Maxim,Mainz 05,M S,22,956,2,1.5723533788695931,2,1.3827030919492245,27,19,4,0,2,1.5723533788695931,3.351048106327653,1.6736028166487813
1336,63,Alexandru Maxim,Mainz 05,M S,22,545,1,0.9716334622353316,0,2.5077093932777643,16,16,3,0,1,0.9716334622353316,3.7990126498043537,2.1028858441859484
