,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
4380,960,Clinton N&#039;Jie,Dinamo Moscow,F S,13,383,0,1.2472848687320948,1,1.0265410542488098,11,8,1,0,0,0.4930095691233873,2.734962332993746,1.3301301710307598
4381,960,Clinton N&#039;Jie,Tottenham,S,8,171,0,0.3994071595370769,1,0.6547429692000151,6,2,0,0,0,0.3994071595370769,1.14137864112854,0.1344252377748489
4382,960,Clinton N&#039;Jie,Lyon,F M S,30,1518,7,8.375197726301849,7,3.320089207962156,48,23,1,0,7,8.375197726301849,14.162216857075691,3.530044907703996
4383,960,Clinton N&#039;Jie,Dinamo Moscow,F M S,19,755,1,4.02742631174624,1,0.8069508280605078,30,10,2,0,1,4.02742631174624,5.343572841957212,1.347614336758852
4384,960,Clinton N&#039;Jie,Marseille,F M S,22,1028,4,2.694445379078388,1,1.4118835404515266,27,16,1,0,4,2.694445379078388,5.300411047413945,1.9300708528608084
4385,960,Clinton N&#039;Jie,Marseille,F M S,17,343,3,1.2049202853813767,2,0.98185533285141,7,9,0,0,3,1.2049202853813767,2.7241761879995465,0.6113003641366959
4386,960,Clinton N&#039;Jie,Marseille,F M S,22,855,7,5.697288581170142,3,3.267707496881485,30,15,2,0,7,5.697288581170142,9.15510342270136,1.5613411767408252
4387,960,Clinton N&#039;Jie,Dinamo Moscow,F M S,23,1137,4,1.876218024641276,0,1.123718935996294,24,16,4,0,4,1.876218024641276,5.061575211584568,2.3137593204155564
