,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
23028,8972,Victor Chust,Real Madrid,D S,2,94,0,0.0,0,0.0,0,0,0,0,0,0.0,0.2068053632974624,0.2068053632974624
23029,8972,Victor Chust,Cadiz,D S,8,547,0,0.3771140873432159,0,0.0,5,0,0,0,0,0.3771140873432159,0.1472070161253214,0.1472070161253214
