,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
14928,5287,Marco Terrazzino,Hoffenheim,F M S,9,363,1,0.7100430130958557,2,0.6240793261677027,6,9,0,0,1,0.7100430130958557,1.0597667079418898,0.4787084367126226
14929,5287,Marco Terrazzino,Freiburg,F M S,13,514,1,0.96687931753695,0,0.431220218539238,12,9,0,0,1,0.96687931753695,2.4770248271524906,1.5905594266951084
14930,5287,Marco Terrazzino,Freiburg,F M S,24,1522,0,2.1249386025592685,1,2.871770519763232,24,29,3,0,0,2.1249386025592685,6.445186787284911,2.374965243972838
