,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
17241,2099,Neymar,Barcelona,F S,33,2573,22,22.721617586910725,7,8.261543160304427,95,52,6,0,21,21.978339917957783,36.88822028413415,11.678407426923512
17242,2099,Neymar,Barcelona,F M,30,2652,13,14.175591252744198,11,10.670383967459202,105,91,6,1,12,13.432441525161266,30.410841055214405,12.35006081685424
17243,2099,Neymar,Paris Saint Germain,F M,20,1797,19,16.537796266376972,13,12.280967645347118,91,70,4,1,15,13.497415743768215,31.42876945436001,11.52315479516983
17244,2099,Neymar,Paris Saint Germain,F M S,17,1443,15,11.89575806260109,7,7.784678146243095,55,43,2,0,10,8.095414076000452,18.16519955545664,6.617414951324463
17245,2099,Neymar,Paris Saint Germain,F M,10,840,3,3.668838202953338,3,2.868376765400172,20,23,2,0,2,2.9087430834770203,9.963017225265505,5.553030788898468
17246,2099,Neymar,Barcelona,F M,34,3058,24,28.050516739487648,12,18.07445504516363,124,102,6,0,19,22.847829207777977,52.40943560004234,22.224826822057366
17247,2099,Neymar,Paris Saint Germain,F M S,18,1413,9,13.246887736022472,5,7.517837218940258,70,58,5,2,4,8.68631674349308,21.53813226521015,9.8472842220217
17248,2099,Neymar,Paris Saint Germain,F M,15,1325,12,14.72513022273779,6,5.246029013767839,70,38,2,1,8,10.924720011651516,21.30269184708596,7.206128515303135
