,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
2361,2217,Antonio Sanabria,Genoa,F S,24,1406,6,4.875477505847812,2,1.8416850715875623,41,15,3,0,6,4.875477505847812,6.264203161001205,0.9157320270314812
2362,2217,Antonio Sanabria,Real Betis,F S,15,803,2,3.7862194133922458,0,0.0679773464798927,17,1,2,0,1,3.0429417742416263,3.5842554895207286,0.7784399688243866
2363,2217,Antonio Sanabria,Torino,F S,14,986,5,3.268285073339939,1,0.5611243899911642,20,7,2,0,5,3.268285073339939,4.6225175661966205,1.4414503630250692
2364,2217,Antonio Sanabria,Real Betis,F S,22,1491,4,3.48235132265836,1,0.5226017143577337,37,6,2,0,4,3.48235132265836,4.277487761341035,1.1287549957633018
2365,2217,Antonio Sanabria,Genoa,F S,15,765,3,4.372910158708692,0,0.3108444064855575,32,7,1,0,3,3.6116113234311342,4.464414985850453,0.8704603929072618
2366,2217,Antonio Sanabria,Real Betis,F S,17,845,8,5.336003070697188,0,0.1509517841041088,24,4,0,0,8,5.336003070697188,6.169710773974657,1.156133471056819
2367,2217,Antonio Sanabria,Real Betis,F S,16,938,3,4.913332656025887,0,0.0884487330913543,25,3,2,0,3,4.913332656025887,6.036447267979384,1.7683240734040735
2368,2217,Antonio Sanabria,Roma,S,2,33,0,0.0,0,0.0807141065597534,0,1,0,0,0,0.0,0.1720478758215904,0.091333769261837
2369,2217,Antonio Sanabria,Sporting Gijon,F S,29,2269,11,11.98635444417596,1,1.4717636303976178,50,12,4,0,10,11.243076834827662,11.980270881205795,1.5932865012437103
2370,2217,Antonio Sanabria,Torino,F S,16,1045,3,5.596742186695337,1,1.375255212187767,37,13,3,0,3,5.596742186695337,7.745516303926706,1.7919754348695278
