,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
19104,221,Rafinha,Bayern Munich,D S,27,1839,1,0.5151878204196692,2,1.676306884735823,7,22,4,0,1,0.5151878204196692,13.248135440051556,11.956549614667892
19105,2100,Rafinha,Paris Saint Germain,F M S,23,1373,0,1.483930829912424,4,2.999847390688956,24,23,2,0,0,1.483930829912424,10.962627277709544,7.799215190112591
19106,2100,Rafinha,"Barcelona,Celta Vigo",F M S,32,2331,4,2.6019938085228205,1,2.0731306206434965,38,28,5,0,4,2.6019938085228205,11.281881654635072,7.918046163395047
19107,221,Rafinha,Bayern Munich,D M S,26,2141,0,0.2478709751740098,1,2.1511261500418186,9,34,4,0,0,0.2478709751740098,11.42483090981841,10.19712369516492
19108,2100,Rafinha,Barcelona,F M S,24,1149,1,1.0632960991933942,1,0.9242740292102098,12,8,2,0,1,1.0632960991933942,12.764136677607894,11.088788768276572
19109,221,Rafinha,Bayern Munich,D S,16,900,1,0.1174757219851017,1,0.8226410932838917,4,5,1,0,1,0.1174757219851017,4.4297588635236025,4.1732870656996965
19110,2100,Rafinha,Barcelona,F M S,18,1079,6,2.798725537955761,2,2.005899870768189,25,14,1,0,6,2.798725537955761,12.843165077269076,10.106930620968342
19111,2100,Rafinha,Paris Saint Germain,F M S,5,220,0,0.325289037078619,0,0.0645827203989029,5,2,0,0,0,0.325289037078619,0.940768375992775,0.643610704690218
19112,221,Rafinha,Bayern Munich,D M S,25,1746,0,0.3866473902016878,3,1.6366553604602814,10,20,7,0,0,0.3866473902016878,14.295101119205356,13.073420597240329
19113,2100,Rafinha,Inter,M S,17,1060,2,1.4508810387924314,3,2.7465306986123323,15,28,1,0,2,1.4508810387924314,7.4488357827067375,4.42744398675859
19114,2100,Rafinha,Barcelona,F M S,5,223,0,0.369190763682127,0,0.0552239958196878,2,2,1,0,0,0.369190763682127,1.7728585302829742,1.3863081745803356
19115,221,Rafinha,Bayern Munich,D S,20,1019,1,0.5502085201442242,1,1.6513900849968195,6,13,2,0,1,0.5502085201442242,8.328125497326255,7.504008946940303
19116,2100,Rafinha,Barcelona,F M S,6,283,1,0.5811695493757725,0,0.8074702341109514,2,6,0,0,1,0.5811695493757725,1.637309143319726,0.9586148858070374
