,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
17212,3870,Nemanja Vidic,Inter,D,23,2050,1,1.7302009407430887,0,0.1845869626849889,17,4,6,1,1,1.7302009407430887,5.722889207303524,5.591683678328991
