,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
401,527,Adrián,West Ham,GK,19,1710,0,0.0,0,0.0,0,0,2,0,0,0.0,0.9130729902535676,0.9130729902535676
402,2305,Adrián,Deportivo La Coruna,F M S,30,2347,9,7.871929179877043,5,5.814161201938987,60,34,1,0,9,7.871929179877043,12.504998113028703,3.7034609289839855
403,527,Adrián,Liverpool,GK,3,270,0,0.0,0,0.0,0,0,0,0,0,0.0,0.3974394351243973,0.3974394351243973
404,527,Adrián,West Ham,GK,32,2880,0,0.0,0,0.0,0,0,1,1,0,0.0,2.940442548133433,2.940442548133433
405,2133,Adrián,Eibar,M S,32,2234,5,4.745093362405896,0,0.8875239603221416,45,15,6,0,5,4.745093362405896,6.902039010077715,2.36952717229724
406,2305,Adrián,Villarreal,F S,16,785,4,3.102258920669556,4,1.623569339513779,8,15,1,0,4,3.102258920669556,5.898375649005175,1.7621534746140242
407,527,Adrián,West Ham,GK,16,1440,0,0.0,0,0.027368701994419,0,1,1,0,0,0.0,0.4712301455438137,0.4438614435493946
408,2305,Adrián,Villarreal,F M S,15,678,2,2.2342648431658745,1,0.5598842687904835,10,8,0,0,2,2.2342648431658745,3.577557537704706,1.5984684992581606
409,2305,Adrián,Osasuna,F S,17,468,1,1.437174703925848,1,0.1445936523377895,10,4,0,0,1,1.437174703925848,1.895625930279493,0.5833745114505291
410,2133,Adrián,Malaga,F M S,29,2339,3,3.8809051997959614,0,1.2095749825239182,35,18,8,1,2,3.1376275811344385,5.003502397798002,2.744005356915295
411,527,Adrián,Liverpool,GK S,11,873,0,0.0,0,0.0,0,0,1,0,0,0.0,2.574331186711788,2.574331186711788
412,527,Adrián,West Ham,GK,38,3392,0,0.0,0,0.1295814216136932,0,3,3,1,0,0.0,2.7573774475604296,2.692227425053716
413,2133,Adrián,Eibar,M S,28,1542,7,7.819202547892928,1,0.8248583804816008,43,12,3,0,2,4.102814508602023,6.8368616960942745,2.4761896897107363
414,2305,Adrián,Osasuna,F M S,26,1475,2,3.072278564795852,0,2.475533899851144,18,25,0,0,1,2.3290009554475546,8.161897643469274,3.7316421680152416
415,2133,Adrián,Elche,M S,28,1914,0,2.194584434852004,1,0.8263215348124504,30,13,8,0,0,2.194584434852004,4.451958094723523,3.3266926696524024
