,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
480,1662,Aiden O&#039;Neill,Burnley,S,3,83,0,0.0589645951986312,0,0.0,1,0,0,0,0,0.0589645951986312,0.0589645951986312,0.0
