,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
12684,1256,Kevin Strootman,Roma,M,1,90,0,0.0,0,0.1344818025827407,0,2,0,0,0,0.0,0.4879541099071502,0.3534722924232483
12685,1256,Kevin Strootman,Genoa,M,18,1339,0,0.5849704565480351,4,3.2770715691149235,6,23,7,0,0,0.5849704565480351,6.190918548963964,3.360194057226181
12686,1256,Kevin Strootman,Roma,M S,33,2791,4,3.301339286379516,7,6.866026621311903,23,55,6,0,4,3.301339286379516,21.923483822494745,14.872784912586212
12687,1256,Kevin Strootman,Marseille,M S,25,1401,2,1.893176294863224,3,0.682771498337388,11,12,7,0,1,1.1330811753869057,5.167898066341877,4.515165712684393
12688,1256,Kevin Strootman,Roma,M S,5,189,0,0.1322948038578033,1,0.565287858247757,2,3,1,0,0,0.1322948038578033,2.881651550531388,2.2659263908863068
12689,1256,Kevin Strootman,Marseille,M S,28,1934,1,1.0494450693950057,5,1.6467326171696186,16,25,7,0,1,1.0494450693950057,6.162178166210651,4.438458822667599
12690,1256,Kevin Strootman,Roma,M S,32,2261,1,3.312992390245199,0,1.4716674890369177,22,30,4,0,1,3.312992390245199,10.225319255143404,7.271250914782286
12691,1256,Kevin Strootman,Roma,M S,6,316,0,0.0897833183407783,2,1.4324608594179151,3,8,1,0,0,0.0897833183407783,1.5559594705700874,0.733717642724514
12692,1256,Kevin Strootman,Cagliari,M S,10,641,0,0.0226405039429664,0,0.1370854768902063,1,3,4,0,0,0.0226405039429664,1.5190750323235989,1.3819895517081022
12693,1256,Kevin Strootman,Marseille,M S,11,213,0,0.0,0,0.1642876006662845,0,3,2,0,0,0.0,0.8531169984489679,0.7355793621391058
