,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
22203,6013,Thiago Maia,Lille,M S,24,1004,0,0.985350340604782,1,0.4998339433223009,2,8,4,0,0,0.985350340604782,4.165602058172226,3.399810090661049
22204,6013,Thiago Maia,Lille,S,3,39,0,0.0,0,0.0275848843157291,0,1,0,0,0,0.0,0.0275848843157291,0.0
22205,6013,Thiago Maia,Lille,D M S,34,2472,0,0.5030931574292481,0,0.3341100113466382,15,14,2,1,0,0.5030931574292481,3.964031612500549,3.390509841963649
