,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
5931,2624,Djibril Sow,Borussia M.Gladbach,S,1,1,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0
5932,2624,Djibril Sow,Eintracht Frankfurt,M,15,1297,2,0.5268661547452211,3,0.5249014915898442,9,15,4,0,2,0.5268661547452211,4.240283995866776,3.491971615701914
5933,2624,Djibril Sow,Eintracht Frankfurt,M S,29,1732,1,1.6817258233204484,3,2.3930445043370128,21,25,2,0,1,1.6817258233204484,8.515539615415037,5.850034024100751
5934,2624,Djibril Sow,Eintracht Frankfurt,M S,28,2183,0,0.4571841340512037,2,1.132139142602682,11,17,6,0,0,0.4571841340512037,8.69419260788709,7.408977811224759
