,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
4675,731,Dame N&#039;Doye,Lokomotiv Moscow,F S,14,832,4,3.1633128970861435,0,0.3909401819109916,24,7,3,0,4,3.1633128970861435,3.587811270728708,0.6635298384353518
4676,731,Dame N&#039;Doye,Sunderland,F M S,11,562,1,0.542256273329258,0,0.260794909670949,9,4,2,0,1,0.542256273329258,1.2147915959358215,0.7594382986426353
4677,731,Dame N&#039;Doye,Hull,F S,15,1195,5,5.468191312626004,1,1.079892586916685,42,12,3,0,5,5.468191312626004,6.64970713481307,1.152376303449273
