,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
251,3356,Adama Soumaoro,Bologna,D S,11,835,0,0.9854026921093464,0,0.0,6,0,4,1,0,0.9854026921093464,2.1694660168141127,2.1694660168141127
252,3356,Adama Soumaoro,Lille,D S,3,140,0,0.0629728669300675,0,0.0,2,0,1,0,0,0.0629728669300675,0.8636057674884796,0.8526974469423294
253,3356,Adama Soumaoro,Lille,D,20,1733,0,0.506774827837944,1,0.5524041596800089,6,3,5,1,0,0.506774827837944,4.2660017823800445,4.181017451919615
254,3356,Adama Soumaoro,Lille,D S,27,2328,0,1.0591457411646843,0,0.1348129343241453,11,4,1,1,0,1.0591457411646843,1.9642549511045213,1.9642549511045213
255,3356,Adama Soumaoro,Lille,D,1,90,0,0.0,0,0.0622619576752185,0,1,0,0,0,0.0,0.0622619576752185,0.0
256,3356,Adama Soumaoro,Lille,D,14,1200,0,0.3790974020957947,0,0.0638190060853958,1,1,2,0,0,0.3790974020957947,2.47214431501925,2.47214431501925
257,3356,Adama Soumaoro,Bologna,D S,20,1752,1,1.2789536379277706,0,0.0398127241060137,8,3,4,0,1,1.2789536379277706,6.395028591156006,5.640583793632686
258,3356,Adama Soumaoro,Lille,D S,6,412,1,1.2316235974431038,0,0.0,4,0,0,0,1,1.2316235974431038,0.932874210178852,0.932874210178852
259,3356,Adama Soumaoro,Lille,D M S,28,2321,1,1.5423032166436317,0,0.0527572222054004,12,2,6,0,1,1.5423032166436317,4.15448859706521,3.3802158050239086
260,3356,Adama Soumaoro,Genoa,D S,8,638,1,0.5974389910697937,0,0.0642369575798511,1,2,2,0,1,0.5974389910697937,0.4124381076544523,0.3794126864522695
