,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
19435,8319,Ricard Sánchez,Atletico Madrid,S,1,29,0,0.0278607793152332,0,0.0,1,0,0,0,0,0.0278607793152332,0.2020277827978134,0.1741670072078704
