,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
20601,3814,Samuel Eto&#039;o,Everton,F M S,14,765,3,2.36550603993237,1,1.0087512554600837,28,11,1,0,3,2.36550603993237,4.095035215839744,2.012271219864488
20602,3814,Samuel Eto&#039;o,Sampdoria,F M S,18,1220,2,1.8684158697724345,3,3.004265454597771,39,36,1,0,2,1.8684158697724345,5.856265937909484,2.9334892565384507
