,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
4245,3566,Christophe Jallet,Amiens,D S,12,852,1,0.0646202713251113,1,0.4652853198349476,3,12,0,0,1,0.0646202713251113,1.6222546715289354,1.267722336575389
4246,3566,Christophe Jallet,Nice,D M S,14,890,1,0.4815169982612133,0,0.2139309644699096,4,3,3,0,1,0.4815169982612133,2.650033736601472,2.1506744120270014
4247,3566,Christophe Jallet,Lyon,D S,13,1092,1,0.3717100545763969,2,3.036074921488762,9,20,0,0,1,0.3717100545763969,7.777679800987244,5.866434186697006
4248,3566,Christophe Jallet,Lyon,D,32,2880,1,0.8145010536536574,3,5.235997568815947,25,32,6,0,1,0.8145010536536574,11.64705509878695,8.94050146266818
4249,3566,Christophe Jallet,Lyon,D S,23,1771,1,1.937726279720664,5,2.6700311191380024,21,25,2,1,1,1.937726279720664,9.690880674868822,6.276634786278009
4250,3566,Christophe Jallet,Nice,D S,15,1174,0,0.1932939570397138,0,0.6393202738836408,5,9,4,0,0,0.1932939570397138,4.173046443611383,3.843671355396509
