,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
2421,9090,Ardian Ismajli,Empoli,D S,10,627,0,0.0454805353656411,0,0.0202669687569141,3,1,3,0,0,0.0454805353656411,1.9804975502192967,1.947073370218277
2422,9090,Ardian Ismajli,Spezia,D S,17,1294,1,0.668644929304719,1,0.6446986775845289,6,2,1,1,1,0.668644929304719,2.260974158532917,2.147379479371012
