,id,player_name,team_title,position,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
15588,9892,Matias Viña,Roma,D M S,12,844,0,0.4422307778149843,1,0.4602800812572241,7,7,1,0,0,0.4422307778149843,2.7725842222571373,2.082949345000088
